en-US,en-US_tags,en-US_source_type,en-US_collection_id,es,es_tags,es_source_type,es_collection_id,fr,fr_tags,fr_source_type,fr_collection_id,ja,ja_tags,ja_source_type,ja_collection_id,nan-TW,nan-TW_tags,nan-TW_source_type,nan-TW_collection_id,yue-HK,yue-HK_tags,yue-HK_source_type,yue-HK_collection_id,zh-CN,zh-CN_tags,zh-CN_source_type,zh-CN_collection_id,zh-TW,zh-TW_tags,zh-TW_source_type,zh-TW_collection_id
Passwords do not match.,register.passwordMismatch,ai,1000000,Las contraseñas no coinciden.,register.passwordMismatch,ai,1000000,Les mots de passe ne correspondent pas.,register.passwordMismatch,ai,1000000,パスワードが一致しません。,register.passwordMismatch,ai,1000000,密碼無仝。,register.passwordMismatch,ai,1000000,兩次輸入嘅密碼唔一致。,register.passwordMismatch,ai,1000000,密码不匹配。,register.passwordMismatch,ai,1000000,密碼不相符。,register.passwordMismatch,ai,1000000
Privacy Policy,register.privacyPolicy,ai,1000000,Política de privacidad,register.privacyPolicy,ai,1000000,Politique de confidentialité,register.privacyPolicy,ai,1000000,プライバシーポリシー,register.privacyPolicy,ai,1000000,隱私權政策,register.privacyPolicy,ai,1000000,私隱政策,register.privacyPolicy,ai,1000000,隐私政策,register.privacyPolicy,ai,1000000,隱私政策,register.privacyPolicy,ai,1000000
Registration failed. Please check your information and try again.,register.registrationFailed,ai,1000000,"Registro fallido. Por favor, verifica tu información e inténtalo de nuevo.",register.registrationFailed,ai,1000000,Échec de l'inscription. Veuillez vérifier vos informations et réessayer.,register.registrationFailed,ai,1000000,登録に失敗しました。情報を確認してもう一度お試しください。,register.registrationFailed,ai,1000000,註冊失敗。請確認資料，閣重試看覓。,register.registrationFailed,ai,1000000,註冊失敗。請檢查你嘅資料再試。,register.registrationFailed,ai,1000000,注册失败。请检查您的信息并重试。,register.registrationFailed,ai,1000000,註冊失敗。請檢查您的資訊並重試。,register.registrationFailed,ai,1000000
Thank you for registering. Please check your email to verify your account.,register.registrationSuccessMessage,ai,1000000,"Gracias por registrarte. Por favor, revisa tu correo electrónico para verificar tu cuenta.",register.registrationSuccessMessage,ai,1000000,Merci pour votre inscription. Veuillez vérifier votre e-mail pour valider votre compte.,register.registrationSuccessMessage,ai,1000000,ご登録ありがとうございます。アカウントを確認するためにメールをご確認ください。,register.registrationSuccessMessage,ai,1000000,感謝汝个註冊。請檢查汝个電子信箱來驗證帳號。,register.registrationSuccessMessage,ai,1000000,多謝你嘅註冊，請檢查你嘅電郵以完成帳號驗證。,register.registrationSuccessMessage,ai,1000000,感谢您的注册。请检查您的邮箱以验证账户。,register.registrationSuccessMessage,ai,1000000,感謝您的註冊。請檢查您的信箱以驗證帳戶。,register.registrationSuccessMessage,ai,1000000
Registration Successful!,register.registrationSuccessTitle,ai,1000000,¡Registro exitoso!,register.registrationSuccessTitle,ai,1000000,Inscription réussie !,register.registrationSuccessTitle,ai,1000000,登録成功！,register.registrationSuccessTitle,ai,1000000,註冊成功！,register.registrationSuccessTitle,ai,1000000,註冊成功！,register.registrationSuccessTitle,ai,1000000,注册成功！,register.registrationSuccessTitle,ai,1000000,註冊成功！,register.registrationSuccessTitle,ai,1000000
Sign in to existing account,register.signIn,ai,1000000,Iniciar sesión en una cuenta existente,register.signIn,ai,1000000,Se connecter à un compte existant,register.signIn,ai,1000000,既存のアカウントにサインイン,register.signIn,ai,1000000,登入原本个帳號,register.signIn,ai,1000000,登入現有帳戶,register.signIn,ai,1000000,登录现有账户,register.signIn,ai,1000000,登入現有帳戶,register.signIn,ai,1000000
Sign up,register.signUp,ai,1000000,Registrarse,register.signUp,ai,1000000,S'inscrire,register.signUp,ai,1000000,サインアップ,register.signUp,ai,1000000,註冊,register.signUp,ai,1000000,註冊,register.signUp,ai,1000000,注册,register.signUp,ai,1000000,註冊,register.signUp,ai,1000000
Signing up...,register.signingUp,ai,1000000,Registrándose...,register.signingUp,ai,1000000,Inscription en cours...,register.signingUp,ai,1000000,サインアップ中...,register.signingUp,ai,1000000,註冊中...,register.signingUp,ai,1000000,註冊緊…,register.signingUp,ai,1000000,注册中...,register.signingUp,ai,1000000,註冊中...,register.signingUp,ai,1000000
Terms of Service,register.termsOfService,ai,1000000,Términos de servicio,register.termsOfService,ai,1000000,Conditions d'utilisation,register.termsOfService,ai,1000000,利用規約,register.termsOfService,ai,1000000,服務條款,register.termsOfService,ai,1000000,服務條款,register.termsOfService,ai,1000000,服务条款,register.termsOfService,ai,1000000,服務條款,register.termsOfService,ai,1000000
Create a new account,register.title,ai,1000000,Crear una cuenta nueva,register.title,ai,1000000,Créer un nouveau compte,register.title,ai,1000000,新しいアカウントを作成,register.title,ai,1000000,建立新帳號,register.title,ai,1000000,建立新帳戶,register.title,ai,1000000,创建新账户,register.title,ai,1000000,建立新帳戶,register.title,ai,1000000
Username,register.username,ai,1000000,Nombre de usuario,register.username,ai,1000000,Nom d'utilisateur,register.username,ai,1000000,ユーザー名,register.username,ai,1000000,使用者名稱,register.username,ai,1000000,用戶名稱,register.username,ai,1000000,用户名,register.username,ai,1000000,使用者名稱,register.username,ai,1000000
"Add ""{expression}""",search.addExpression,ai,1000000,"Agregar ""{expression}""",search.addExpression,ai,1000000,"Ajouter ""{expression}""",search.addExpression,ai,1000000,"""{expression}"" を追加",search.addExpression,ai,1000000,新增「{expression}」,search.addExpression,ai,1000000,"新增""{expression}""",search.addExpression,ai,1000000,"添加 ""{expression}""",search.addExpression,ai,1000000,"新增""{expression}""",search.addExpression,ai,1000000
Search,search.button,ai,1000000,Buscar,search.button,ai,1000000,Recherche,search.button,ai,1000000,検索,search.button,ai,1000000,尋揣,search.button,ai,1000000,搜尋,search.button,ai,1000000,搜索,search.button,ai,1000000,搜尋,search.button,ai,1000000
Find linguistic expressions across languages and regions,search.description,ai,1000000,Encuentra expresiones lingüísticas en idiomas y regiones,search.description,ai,1000000,Trouvez des expressions linguistiques dans différentes langues et régions,search.description,ai,1000000,さまざまな言語や地域の言語表現を見つける,search.description,ai,1000000,跨語言、跨地區查語詞,search.description,ai,1000000,跨語言同地區查詢語言詞句,search.description,ai,1000000,查找跨语言和地区的词句,search.description,ai,1000000,跨語言和地區查詢詞句,search.description,ai,1000000
Found {count} expression{plural},search.foundExpressions,ai,1000000,Se encontraron {count} expresión{plural},search.foundExpressions,ai,1000000,Trouvé {count} expression{plural},search.foundExpressions,ai,1000000,{count} 件の表現が見つかりました,search.foundExpressions,ai,1000000,總共揣著 {count} 條語詞,search.foundExpressions,ai,1000000,搵到 {count} 條詞句,search.foundExpressions,ai,1000000,找到 {count} 个词句,search.foundExpressions,ai,1000000,找到 {count} 條詞句,search.foundExpressions,ai,1000000
new expression,search.newExpression,ai,1000000,nueva expresión,search.newExpression,ai,1000000,nouvelle expression,search.newExpression,ai,1000000,新しい表現,search.newExpression,ai,1000000,新語詞,search.newExpression,ai,1000000,新詞句,search.newExpression,ai,1000000,新词句,search.newExpression,ai,1000000,新詞句,search.newExpression,ai,1000000
No results found,search.noResults,ai,1000000,No se encontraron resultados,search.noResults,ai,1000000,Aucun résultat trouvé,search.noResults,ai,1000000,結果が見つかりません,search.noResults,ai,1000000,揣無資料,search.noResults,ai,1000000,未搵到結果,search.noResults,ai,1000000,未找到结果,search.noResults,ai,1000000,未找到結果,search.noResults,ai,1000000
Enter a word or sentence...,search.placeholder,ai,1000000,Ingresa una palabra o oración...,search.placeholder,ai,1000000,Entrez un mot ou une phrase...,search.placeholder,ai,1000000,単語や文を入力...,search.placeholder,ai,1000000,請輸入欲查个語詞…,search.placeholder,ai,1000000,輸入詞語或句子...,search.placeholder,ai,1000000,输入单词或句子...,search.placeholder,ai,1000000,輸入詞語或句子...,search.placeholder,ai,1000000
s,search.plural,ai,1000000,es,search.plural,ai,1000000,s,search.plural,ai,1000000,,search.plural,ai,1000000,,search.plural,ai,1000000,,search.plural,ai,1000000,,search.plural,ai,1000000,,search.plural,ai,1000000
Searching expressions...,search.searching,ai,1000000,Buscando expresiones...,search.searching,ai,1000000,Recherche d'expressions...,search.searching,ai,1000000,表現を検索中...,search.searching,ai,1000000,尋揣中…,search.searching,ai,1000000,正在搜尋詞句...,search.searching,ai,1000000,搜索词句中...,search.searching,ai,1000000,正在搜尋詞句...,search.searching,ai,1000000
Search Expressions,search.title,ai,1000000,Buscar expresiones,search.title,ai,1000000,Rechercher des expressions,search.title,ai,1000000,表現を検索,search.title,ai,1000000,尋揣語詞,search.title,ai,1000000,搜尋詞句,search.title,ai,1000000,搜索词句,search.title,ai,1000000,搜尋詞句,search.title,ai,1000000
Try different search terms or add a new expression,search.tryDifferent,ai,1000000,Prueba con términos de búsqueda diferentes o agrega una nueva expresión,search.tryDifferent,ai,1000000,Essayez des termes de recherche différents ou ajoutez une nouvelle expression,search.tryDifferent,ai,1000000,別の検語を試すか、新しい表現を追加してください,search.tryDifferent,ai,1000000,試看覓換別个語詞，抑是新增一條新个語詞。,search.tryDifferent,ai,1000000,試下唔同嘅搜尋詞或者新增新詞句,search.tryDifferent,ai,1000000,尝试不同的搜索词或添加新词句,search.tryDifferent,ai,1000000,嘗試不同的搜尋詞或新增詞句,search.tryDifferent,ai,1000000
Action,translate.action,ai,1000000,Acción,translate.action,ai,1000000,Action,translate.action,ai,1000000,アクション,translate.action,ai,1000000,動作,translate.action,ai,1000000,操作,translate.action,ai,1000000,操作,translate.action,ai,1000000,操作,translate.action,ai,1000000
Copy reference translation to target,translate.copyReference,ai,1000000,Copiar la traducción de referencia al objetivo,translate.copyReference,ai,1000000,Copiar la traducción de référence al objetivo,translate.copyReference,ai,1000000,参照翻訳を対象にコピー,translate.copyReference,ai,1000000,拷貝參考翻譯到目標,translate.copyReference,ai,1000000,將參考翻譯複製到目標,translate.copyReference,ai,1000000,将参考翻译复制到目标,translate.copyReference,ai,1000000,將參考翻譯複製到目標,translate.copyReference,ai,1000000
All,translate.filterAll,ai,1000000,Todos,translate.filterAll,ai,1000000,Tous,translate.filterAll,ai,1000000,すべて,translate.filterAll,ai,1000000,全部,translate.filterAll,ai,1000000,全部,translate.filterAll,ai,1000000,全部,translate.filterAll,ai,1000000,全部,translate.filterAll,ai,1000000
Translated,translate.filterTranslated,ai,1000000,Traducido,translate.filterTranslated,ai,1000000,Traduits,translate.filterTranslated,ai,1000000,翻訳済み,translate.filterTranslated,ai,1000000,已經翻譯,translate.filterTranslated,ai,1000000,已翻譯,translate.filterTranslated,ai,1000000,已翻译,translate.filterTranslated,ai,1000000,已翻譯,translate.filterTranslated,ai,1000000
Untranslated,translate.filterUntranslated,ai,1000000,Sin traducir,translate.filterUntranslated,ai,1000000,Non traduits,translate.filterUntranslated,ai,1000000,未翻訳,translate.filterUntranslated,ai,1000000,猶未翻譯,translate.filterUntranslated,ai,1000000,未翻譯,translate.filterUntranslated,ai,1000000,未翻译,translate.filterUntranslated,ai,1000000,未翻譯,translate.filterUntranslated,ai,1000000
Please enter translation,translate.inputPlaceholder,ai,1000000,Por favor ingrese la traducción,translate.inputPlaceholder,ai,1000000,Veuillez entrer la traduction,translate.inputPlaceholder,ai,1000000,翻訳を入力してください,translate.inputPlaceholder,ai,1000000,請輸入翻譯內容,translate.inputPlaceholder,ai,1000000,請輸入翻譯,translate.inputPlaceholder,ai,1000000,请输入翻译,translate.inputPlaceholder,ai,1000000,請輸入翻譯,translate.inputPlaceholder,ai,1000000
Language Activated,translate.languageActivated,ai,1000000,Idioma Activado,translate.languageActivated,ai,1000000,Langue Activée,translate.languageActivated,ai,1000000,言語が有効になりました,translate.languageActivated,ai,1000000,語言已經啟用,translate.languageActivated,ai,1000000,語言已啟用,translate.languageActivated,ai,1000000,语言已激活,translate.languageActivated,ai,1000000,語言已啟用,translate.languageActivated,ai,1000000
Language Not Activated (completion rate needs to reach 60%),translate.languageNotActivated,ai,1000000,Idioma No Activado (la finalización debe alcanzar el 60%),translate.languageNotActivated,ai,1000000,Langue Non Activée (le taux d'achèvement doit atteindre 60 %),translate.languageNotActivated,ai,1000000,言語が無効（完了率は60％に達する必要があります）,translate.languageNotActivated,ai,1000000,語言猶未啟用（完成度愛超過 60%）,translate.languageNotActivated,ai,1000000,語言未啟用（完成度需要達到 60%）,translate.languageNotActivated,ai,1000000,语言未激活（完成度需达到60%）,translate.languageNotActivated,ai,1000000,語言未啟用（完成度需達到60%）,translate.languageNotActivated,ai,1000000
Localization Key,translate.localizationKey,ai,1000000,Clave de Localización,translate.localizationKey,ai,1000000,Clé de Localisation,translate.localizationKey,ai,1000000,ローカライズキー,translate.localizationKey,ai,1000000,在地化鍵,translate.localizationKey,ai,1000000,本地化鍵,translate.localizationKey,ai,1000000,本地化键,translate.localizationKey,ai,1000000,本地化鍵,translate.localizationKey,ai,1000000
Reference,translate.reference,ai,1000000,Referencia,translate.reference,ai,1000000,Référence,translate.reference,ai,1000000,参照,translate.reference,ai,1000000,參考,translate.reference,ai,1000000,參考,translate.reference,ai,1000000,参考,translate.reference,ai,1000000,參考,translate.reference,ai,1000000
Reference Language,translate.referenceLanguage,ai,1000000,Idioma de Referencia,translate.referenceLanguage,ai,1000000,Langue de Référence,translate.referenceLanguage,ai,1000000,参照言語,translate.referenceLanguage,ai,1000000,參考語言,translate.referenceLanguage,ai,1000000,參考語言,translate.referenceLanguage,ai,1000000,参考语言,translate.referenceLanguage,ai,1000000,參考語言,translate.referenceLanguage,ai,1000000
Reference and target languages cannot be the same,translate.sameLanguageError,ai,1000000,Los idiomas de referencia y destino no pueden ser iguales,translate.sameLanguageError,ai,1000000,Les langues de référence et cible ne peuvent pas être identiques,translate.sameLanguageError,ai,1000000,参照言語と対象言語は同じにできません,translate.sameLanguageError,ai,1000000,參考語言佮目標語言袂使仝款,translate.sameLanguageError,ai,1000000,參考語言同目標語言唔可以一樣,translate.sameLanguageError,ai,1000000,参考语言和目标语言不能相同,translate.sameLanguageError,ai,1000000,參考語言和目標語言不能相同,translate.sameLanguageError,ai,1000000
Save Translations ({ count }),translate.saveTranslations,ai,1000000,Guardar Traducciones ({ count }),translate.saveTranslations,ai,1000000,Enregistrer les Traductions ({ count }),translate.saveTranslations,ai,1000000,翻訳を保存 ({ count }),translate.saveTranslations,ai,1000000,儲存翻譯（{ count }）,translate.saveTranslations,ai,1000000,儲存翻譯 ({ count }),translate.saveTranslations,ai,1000000,保存翻译 ({ count }),translate.saveTranslations,ai,1000000,儲存翻譯 ({ count }),translate.saveTranslations,ai,1000000
Search localization keys...,translate.searchPlaceholder,ai,1000000,Buscar claves de localización...,translate.searchPlaceholder,ai,1000000,Rechercher des clés de localisation...,translate.searchPlaceholder,ai,1000000,ローカライズキーを検索...,translate.searchPlaceholder,ai,1000000,搜尋在地化鍵…,translate.searchPlaceholder,ai,1000000,搜尋本地化鍵...,translate.searchPlaceholder,ai,1000000,搜索本地化键...,translate.searchPlaceholder,ai,1000000,搜尋本地化鍵...,translate.searchPlaceholder,ai,1000000
Select Language,translate.selectLanguage,ai,1000000,Seleccionar Idioma,translate.selectLanguage,ai,1000000,Sélectionner la Langue,translate.selectLanguage,ai,1000000,言語を選択,translate.selectLanguage,ai,1000000,選擇語言,translate.selectLanguage,ai,1000000,選擇語言,translate.selectLanguage,ai,1000000,选择语言,translate.selectLanguage,ai,1000000,選擇語言,translate.selectLanguage,ai,1000000
Select target language,translate.selectTargetPlaceholder,ai,1000000,Seleccionar idioma de destino,translate.selectTargetPlaceholder,ai,1000000,Sélectionner la langue cible,translate.selectTargetPlaceholder,ai,1000000,ターゲット言語を選択してください,translate.selectTargetPlaceholder,ai,1000000,請選擇目標語言,translate.selectTargetPlaceholder,ai,1000000,請選擇目標語言,translate.selectTargetPlaceholder,ai,1000000,请选择目标语言,translate.selectTargetPlaceholder,ai,1000000,請選擇目標語言,translate.selectTargetPlaceholder,ai,1000000
Target,translate.target,ai,1000000,Destino,translate.target,ai,1000000,Cible,translate.target,ai,1000000,対象,translate.target,ai,1000000,目標,translate.target,ai,1000000,目標,translate.target,ai,1000000,目标,translate.target,ai,1000000,目標,translate.target,ai,1000000
Target Language,translate.targetLanguage,ai,1000000,Idioma de Destino,translate.targetLanguage,ai,1000000,Langue Cible,translate.targetLanguage,ai,1000000,対象言語,translate.targetLanguage,ai,1000000,目標語言,translate.targetLanguage,ai,1000000,目標語言,translate.targetLanguage,ai,1000000,目标语言,translate.targetLanguage,ai,1000000,目標語言,translate.targetLanguage,ai,1000000
Translation Interface,translate.title,ai,1000000,Interfaz de Traducción,translate.title,ai,1000000,Interface de Traduction,translate.title,ai,1000000,翻訳インターフェース,translate.title,ai,1000000,翻譯介面,translate.title,ai,1000000,翻譯介面,translate.title,ai,1000000,翻译界面,translate.title,ai,1000000,翻譯介面,translate.title,ai,1000000
Translation Progress,translate.translationProgress,ai,1000000,Progreso de Traducción,translate.translationProgress,ai,1000000,Progression de la Traduction,translate.translationProgress,ai,1000000,翻訳進行状況,translate.translationProgress,ai,1000000,翻譯進度,translate.translationProgress,ai,1000000,翻譯進度,translate.translationProgress,ai,1000000,翻译进度,translate.translationProgress,ai,1000000,翻譯進度,translate.translationProgress,ai,1000000
Actions,userProfile.actions,ai,1000000,Acciones,userProfile.actions,ai,1000000,Actions,userProfile.actions,ai,1000000,アクション,userProfile.actions,ai,1000000,動作,userProfile.actions,ai,1000000,操作,userProfile.actions,ai,1000000,操作,userProfile.actions,ai,1000000,操作,userProfile.actions,ai,1000000
Change Password,userProfile.changePassword,ai,1000000,Cambiar contraseña,userProfile.changePassword,ai,1000000,Changer le mot de passe,userProfile.changePassword,ai,1000000,パスワードを変更,userProfile.changePassword,ai,1000000,變更密碼,userProfile.changePassword,ai,1000000,更改密碼,userProfile.changePassword,ai,1000000,更改密码,userProfile.changePassword,ai,1000000,變更密碼,userProfile.changePassword,ai,1000000
Change password functionality is not implemented yet.,userProfile.changePasswordNotImplemented,ai,1000000,La funcionalidad de cambio de contraseña aún no está implementada.,userProfile.changePasswordNotImplemented,ai,1000000,La fonctionnalité de changement de mot de passe n'est pas encore implémentée.,userProfile.changePasswordNotImplemented,ai,1000000,パスワード変更機能はまだ実装されていません。,userProfile.changePasswordNotImplemented,ai,1000000,變更密碼功能猶未提供。,userProfile.changePasswordNotImplemented,ai,1000000,更改密碼功能暫未提供。,userProfile.changePasswordNotImplemented,ai,1000000,更改密码功能尚未实现。,userProfile.changePasswordNotImplemented,ai,1000000,變更密碼功能尚未實現。,userProfile.changePasswordNotImplemented,ai,1000000
View and manage your account information,userProfile.description,ai,1000000,Ver y gestionar la información de tu cuenta,userProfile.description,ai,1000000,Afficher et gérer les informations de votre compte,userProfile.description,ai,1000000,アカウント情報を表示・管理する,userProfile.description,ai,1000000,查看佮管理汝个帳號資訊,userProfile.description,ai,1000000,查看同管理你嘅帳戶資料,userProfile.description,ai,1000000,查看和管理您的账户信息,userProfile.description,ai,1000000,檢視和管理您的帳戶資訊,userProfile.description,ai,1000000
Email address,userProfile.email,ai,1000000,Dirección de correo electrónico,userProfile.email,ai,1000000,Adresse e-mail,userProfile.email,ai,1000000,メールアドレス,userProfile.email,ai,1000000,電子信箱,userProfile.email,ai,1000000,電郵地址,userProfile.email,ai,1000000,邮箱地址,userProfile.email,ai,1000000,電子信箱,userProfile.email,ai,1000000
Failed to fetch user profile information.,userProfile.fetchFailed,ai,1000000,Error al obtener la información del perfil de usuario.,userProfile.fetchFailed,ai,1000000,Échec de la récupération des informations du profil utilisateur.,userProfile.fetchFailed,ai,1000000,ユーザープロファイル情報の取得に失敗しました。,userProfile.fetchFailed,ai,1000000,無法取得使用者資料。,userProfile.fetchFailed,ai,1000000,載入用戶資料失敗。,userProfile.fetchFailed,ai,1000000,获取用户资料信息失败。,userProfile.fetchFailed,ai,1000000,取得使用者資料失敗。,userProfile.fetchFailed,ai,1000000
Logout,userProfile.logout,ai,1000000,Cerrar sesión,userProfile.logout,ai,1000000,Se déconnecter,userProfile.logout,ai,1000000,ログアウト,userProfile.logout,ai,1000000,登出,userProfile.logout,ai,1000000,登出,userProfile.logout,ai,1000000,退出登录,userProfile.logout,ai,1000000,登出,userProfile.logout,ai,1000000
Logout failed. Please try again.,userProfile.logoutFailed,ai,1000000,"Error al cerrar sesión. Por favor, inténtalo de nuevo.",userProfile.logoutFailed,ai,1000000,Échec de la déconnexion. Veuillez réessayer.,userProfile.logoutFailed,ai,1000000,ログアウトに失敗しました。もう一度お試しください。,userProfile.logoutFailed,ai,1000000,登出失敗，請閣試看覓。,userProfile.logoutFailed,ai,1000000,登出失敗。請再試一次。,userProfile.logoutFailed,ai,1000000,退出登录失败。请重试。,userProfile.logoutFailed,ai,1000000,登出失敗。請重試。,userProfile.logoutFailed,ai,1000000
Member since,userProfile.memberSince,ai,1000000,Miembro desde,userProfile.memberSince,ai,1000000,Membre depuis,userProfile.memberSince,ai,1000000,メンバー登録日,userProfile.memberSince,ai,1000000,成員起算時間,userProfile.memberSince,ai,1000000,加入時間,userProfile.memberSince,ai,1000000,会员时间,userProfile.memberSince,ai,1000000,會員時間,userProfile.memberSince,ai,1000000
Role,userProfile.role,ai,1000000,Rol,userProfile.role,ai,1000000,Rôle,userProfile.role,ai,1000000,ロール,userProfile.role,ai,1000000,身分,userProfile.role,ai,1000000,角色,userProfile.role,ai,1000000,角色,userProfile.role,ai,1000000,角色,userProfile.role,ai,1000000
User Profile,userProfile.title,ai,1000000,Perfil del usuario,userProfile.title,ai,1000000,Profil utilisateur,userProfile.title,ai,1000000,ユーザープロファイル,userProfile.title,ai,1000000,使用者資料,userProfile.title,ai,1000000,用戶資料,userProfile.title,ai,1000000,用户资料,userProfile.title,ai,1000000,使用者資料,userProfile.title,ai,1000000
Username,userProfile.username,ai,1000000,Nombre de usuario,userProfile.username,ai,1000000,Nom d'utilisateur,userProfile.username,ai,1000000,ユーザー名,userProfile.username,ai,1000000,使用者名稱,userProfile.username,ai,1000000,用戶名稱,userProfile.username,ai,1000000,用户名,userProfile.username,ai,1000000,使用者名稱,userProfile.username,ai,1000000
Anonymous,versionHistory.anonymous,ai,1000000,Anónimo,versionHistory.anonymous,ai,1000000,Anonyme,versionHistory.anonymous,ai,1000000,匿名,versionHistory.anonymous,ai,1000000,匿名,versionHistory.anonymous,ai,1000000,匿名,versionHistory.anonymous,ai,1000000,匿名,versionHistory.anonymous,ai,1000000,匿名,versionHistory.anonymous,ai,1000000
Audio,versionHistory.audio,ai,1000000,Audio,versionHistory.audio,ai,1000000,Audio,versionHistory.audio,ai,1000000,オーディオ,versionHistory.audio,ai,1000000,聲音,versionHistory.audio,ai,1000000,聲音,versionHistory.audio,ai,1000000,音频,versionHistory.audio,ai,1000000,音訊,versionHistory.audio,ai,1000000
auto,versionHistory.auto,ai,1000000,automático,versionHistory.auto,ai,1000000,auto,versionHistory.auto,ai,1000000,自動,versionHistory.auto,ai,1000000,自動,versionHistory.auto,ai,1000000,自動,versionHistory.auto,ai,1000000,自动,versionHistory.auto,ai,1000000,自動,versionHistory.auto,ai,1000000
Changes,versionHistory.changes,ai,1000000,Cambios,versionHistory.changes,ai,1000000,Modifications,versionHistory.changes,ai,1000000,変更,versionHistory.changes,ai,1000000,修改紀錄,versionHistory.changes,ai,1000000,修改記錄,versionHistory.changes,ai,1000000,变更,versionHistory.changes,ai,1000000,變更,versionHistory.changes,ai,1000000
Current version of this expression,versionHistory.currentVersion,ai,1000000,Versión actual de esta expresión,versionHistory.currentVersion,ai,1000000,Version actuelle de cette expression,versionHistory.currentVersion,ai,1000000,この表現の現在のバージョン,versionHistory.currentVersion,ai,1000000,這是這條語詞當前个版本,versionHistory.currentVersion,ai,1000000,呢個係呢條詞句而家嘅版本,versionHistory.currentVersion,ai,1000000,这是该词句的当前版本,versionHistory.currentVersion,ai,1000000,這是該詞句的當前版本,versionHistory.currentVersion,ai,1000000
Loading versions...,versionHistory.loading,ai,1000000,Cargando versiones...,versionHistory.loading,ai,1000000,Chargement des versions...,versionHistory.loading,ai,1000000,バージョンを読み込み中...,versionHistory.loading,ai,1000000,版本載入中…,versionHistory.loading,ai,1000000,載入版本緊…,versionHistory.loading,ai,1000000,加载版本中...,versionHistory.loading,ai,1000000,載入版本中...,versionHistory.loading,ai,1000000
Location,versionHistory.location,ai,1000000,Ubicación,versionHistory.location,ai,1000000,Emplacement,versionHistory.location,ai,1000000,場所,versionHistory.location,ai,1000000,位置,versionHistory.location,ai,1000000,位置,versionHistory.location,ai,1000000,位置,versionHistory.location,ai,1000000,位置,versionHistory.location,ai,1000000
No versions available,versionHistory.noVersions,ai,1000000,No hay versiones disponibles,versionHistory.noVersions,ai,1000000,Aucune version disponible,versionHistory.noVersions,ai,1000000,利用可能なバージョンがありません,versionHistory.noVersions,ai,1000000,無適用个版本,versionHistory.noVersions,ai,1000000,冇可用嘅版本,versionHistory.noVersions,ai,1000000,无可用版本,versionHistory.noVersions,ai,1000000,無可用版本,versionHistory.noVersions,ai,1000000
none,versionHistory.none,ai,1000000,ninguno,versionHistory.none,ai,1000000,aucun,versionHistory.none,ai,1000000,なし,versionHistory.none,ai,1000000,無,versionHistory.none,ai,1000000,無,versionHistory.none,ai,1000000,无,versionHistory.none,ai,1000000,無,versionHistory.none,ai,1000000
Text,versionHistory.text,ai,1000000,Texto,versionHistory.text,ai,1000000,Texte,versionHistory.text,ai,1000000,テキスト,versionHistory.text,ai,1000000,文字,versionHistory.text,ai,1000000,文字,versionHistory.text,ai,1000000,文本,versionHistory.text,ai,1000000,文本,versionHistory.text,ai,1000000
Version History,versionHistory.title,ai,1000000,Historial de versiones,versionHistory.title,ai,1000000,Historique des versions,versionHistory.title,ai,1000000,バージョン履歴,versionHistory.title,ai,1000000,版本紀錄,versionHistory.title,ai,1000000,版本紀錄,versionHistory.title,ai,1000000,版本历史,versionHistory.title,ai,1000000,版本歷史,versionHistory.title,ai,1000000
